age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model,file_num
18-24,English,Portuguese,Woman,the thunder break craze,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_ccf7218d-da01-4000-ba52-30a17d1d2bbb.wav,/final/chunk21.wav,Galaxy S10,363
18-24,English,Portuguese,Woman,the thunder break craze,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_ccf7218d-da01-4000-ba52-30a17d1d2bbb.wav,/final/chunk31.wav,Galaxy S10,364
40-60,English,English,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_3441115f-19e8-420e-ae0a-485f94c945b5.wav,/final/chunk10.wav,Iphone,365
40-60,English,English,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_3441115f-19e8-420e-ae0a-485f94c945b5.wav,/final/chunk21.wav,Iphone,366
40-60,English,English,Woman,wolf ring lights are fantastic,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_3441115f-19e8-420e-ae0a-485f94c945b5.wav,/final/chunk30.wav,Iphone,367
40-60,English,English,Woman,join the Ear Look club,anger,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_b03e52ab-8ded-45cd-a5f5-b25b68c34107.wav,/final/chunk11.wav,Iphone11,368
40-60,English,English,Woman,join the Ear Look club,anger,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_b03e52ab-8ded-45cd-a5f5-b25b68c34107.wav,/final/chunk13.wav,Iphone11,369
40-60,English,English,Woman,join the Ear Look club,anger,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_b03e52ab-8ded-45cd-a5f5-b25b68c34107.wav,/final/chunk15.wav,Iphone11,370
40-60,English,English,Woman,banana and mustard sandwiches,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_57051196-421b-4f79-9e5a-eed03b36caca.wav,/final/chunk10.wav,Android,371
40-60,English,English,Woman,banana and mustard sandwiches,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_57051196-421b-4f79-9e5a-eed03b36caca.wav,/final/chunk20.wav,Android,372
40-60,English,English,Woman,banana and mustard sandwiches,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_57051196-421b-4f79-9e5a-eed03b36caca.wav,/final/chunk21.wav,Android,373
18-24,English,Portuguese,Woman,ripped ocean jumper,disgust,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_7af298e2-320d-4656-a884-e2aaa16ccd4b.wav,/final/chunk10.wav,Galaxy S10,374
18-24,English,Portuguese,Woman,ripped ocean jumper,disgust,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_7af298e2-320d-4656-a884-e2aaa16ccd4b.wav,/final/chunk20.wav,Galaxy S10,375
18-24,English,Portuguese,Woman,ripped ocean jumper,disgust,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_7af298e2-320d-4656-a884-e2aaa16ccd4b.wav,/final/chunk51.wav,Galaxy S10,376
18-24,English,English,Woman,ripped ocean jumper,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_5c6d4f7f-a78e-44f1-9307-4dc4d4be249d.wav,/final/chunk10.wav,Iphone,377
40-60,English,English,Woman,zebra cats walking on lamps,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_25238c4c-dce9-438f-b7cc-c83f8188ad91.wav,/final/chunk31.wav,Samsung note 20,378
40-60,English,English,Woman,zebra cats walking on lamps,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_25238c4c-dce9-438f-b7cc-c83f8188ad91.wav,/final/chunk51.wav,Samsung note 20,379
40-60,English,English,Woman,zebra cats walking on lamps,neutral,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_25238c4c-dce9-438f-b7cc-c83f8188ad91.wav,/final/chunk71.wav,Samsung note 20,380
60 and over,English,English,Woman,birds make new jingles,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_34b3165f-b1fe-4647-945c-ffaae7ab1b00.wav,/final/chunk10.wav,IPhone,381
60 and over,English,English,Woman,birds make new jingles,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_34b3165f-b1fe-4647-945c-ffaae7ab1b00.wav,/final/chunk20.wav,IPhone,382
60 and over,English,English,Woman,birds make new jingles,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_34b3165f-b1fe-4647-945c-ffaae7ab1b00.wav,/final/chunk30.wav,IPhone,383
18-24,English,English,Woman,wolf ring lights are fantastic,disgust,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_18ae47fd-fe10-456e-95e4-c2f89fd5d78e.wav,/final/chunk00.wav,iphone 13 pro,384
18-24,English,English,Woman,wolf ring lights are fantastic,disgust,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_18ae47fd-fe10-456e-95e4-c2f89fd5d78e.wav,/final/chunk30.wav,iphone 13 pro,385
18-24,English,English,Woman,wolf ring lights are fantastic,disgust,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_18ae47fd-fe10-456e-95e4-c2f89fd5d78e.wav,/final/chunk42.wav,iphone 13 pro,386
25-39,English,Mandarin,Man,heavy undersea birthday pumpkins,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_7759ff7a-030f-408d-8658-7433e7f55ca0.wav,/final/chunk20.wav,Samsung s8,387
40-60,English,Spanish,Man,the thunder break craze,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8711f3ad-1531-4a51-9832-c0d9f7c9c571.wav,/final/chunk10.wav,Google pixel,388
40-60,English,Spanish,Man,the thunder break craze,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8711f3ad-1531-4a51-9832-c0d9f7c9c571.wav,/final/chunk20.wav,Google pixel,389
40-60,English,Spanish,Man,the thunder break craze,anger,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8711f3ad-1531-4a51-9832-c0d9f7c9c571.wav,/final/chunk30.wav,Google pixel,390
60 and over,English,English,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_d1424865-8d16-4e9e-88df-7bbef239c0f1.wav,/final/chunk20.wav,iPhone 13,391
60 and over,English,English,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_d1424865-8d16-4e9e-88df-7bbef239c0f1.wav,/final/chunk51.wav,iPhone 13,392
60 and over,English,English,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_d1424865-8d16-4e9e-88df-7bbef239c0f1.wav,/final/chunk60.wav,iPhone 13,393
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_5084a889-0a9e-4d9d-b004-e38e562fed45.wav,/final/chunk04.wav,iPhone 12,394
25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_5084a889-0a9e-4d9d-b004-e38e562fed45.wav,/final/chunk21.wav,iPhone 12,395
25-39,English,English,Man,banana and mustard sandwiches,sadness,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_4d39d775-1ff7-4028-bbd6-99eff2a47b37.wav,/final/chunk20.wav,iPhone SE 2020 Model,396
25-39,English,English,Woman,the thunder break craze,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_eb2218c1-664c-401f-833d-461bad55d39a.wav,/final/chunk11.wav,iPhone 12 Pro,397
25-39,English,English,Woman,the thunder break craze,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_eb2218c1-664c-401f-833d-461bad55d39a.wav,/final/chunk30.wav,iPhone 12 Pro,398
40-60,English,English,Man,birds make new jingles,joy,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_1721af34-6698-4836-9299-59aa24a8a7f0.wav,/final/chunk10.wav,iPhone 7+,399
40-60,English,English,Man,birds make new jingles,joy,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_1721af34-6698-4836-9299-59aa24a8a7f0.wav,/final/chunk30.wav,iPhone 7+,400
40-60,English,English,Man,birds make new jingles,joy,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_1721af34-6698-4836-9299-59aa24a8a7f0.wav,/final/chunk40.wav,iPhone 7+,401
18-24,English,English,Woman,the thunder break craze,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_99f39d46-7bb2-48fc-9376-f10003fd3367.wav,/final/chunk01.wav,iPhone XS,402
25-39,English,English,Woman,fluffy baseboard yogurt division,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_050a4295-d14c-4424-9ba1-c3e086cb4cd2.wav,/final/chunk24.wav,Iphone,403
25-39,English,Croatian,Woman,five special guest treasures,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_25ef90e2-d46c-4150-a781-91afa03a6ab1.wav,/final/chunk20.wav,iPhone 13 Pro,404
25-39,English,Croatian,Woman,five special guest treasures,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_25ef90e2-d46c-4150-a781-91afa03a6ab1.wav,/final/chunk50.wav,iPhone 13 Pro,405
40-60,English,English,Man,five dollar slaw onion cure,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_648bd37f-022e-4cf5-9532-cbb4bfc0441e.wav,/final/chunk21.wav,iPhone 12 mini,406
40-60,English,English,Man,five dollar slaw onion cure,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_648bd37f-022e-4cf5-9532-cbb4bfc0441e.wav,/final/chunk31.wav,iPhone 12 mini,407
40-60,English,English,Man,five dollar slaw onion cure,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_648bd37f-022e-4cf5-9532-cbb4bfc0441e.wav,/final/chunk41.wav,iPhone 12 mini,408
25-39,English,English,Woman,ripped ocean jumper,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_201934f7-24c8-4d52-b590-46f3dbc57afb.wav,/final/chunk40.wav,Samsung,409
25-39,English,English,Woman,ripped ocean jumper,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_201934f7-24c8-4d52-b590-46f3dbc57afb.wav,/final/chunk50.wav,Samsung,410
25-39,English,English,Woman,ripped ocean jumper,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_201934f7-24c8-4d52-b590-46f3dbc57afb.wav,/final/chunk80.wav,Samsung,411
40-60,English,spanish,Woman,hungry action hippos fruit,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_933804c8-85cd-4b3a-a3fa-9f22ec0595d9.wav,/final/chunk11.wav,iOS,412
40-60,English,spanish,Woman,hungry action hippos fruit,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_933804c8-85cd-4b3a-a3fa-9f22ec0595d9.wav,/final/chunk21.wav,iOS,413
60 and over,English,English,Woman,heavy undersea birthday pumpkins,fear,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_cf23f857-a3d1-451b-b6cc-df728d775d9b.wav,/final/chunk20.wav,iPhone 13,414
40-60,English,English,Woman,birds make new jingles,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_50c5dadf-8387-4a5b-9a65-deed5c6e3e92.wav,/final/chunk10.wav,Android,415
40-60,English,English,Woman,birds make new jingles,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_50c5dadf-8387-4a5b-9a65-deed5c6e3e92.wav,/final/chunk20.wav,Android,416
40-60,English,English,Woman,birds make new jingles,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_50c5dadf-8387-4a5b-9a65-deed5c6e3e92.wav,/final/chunk30.wav,Android,417
25-39,English,English,Prefer not to disclose,zebra cats walking on lamps,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_2283306f-f6ee-44fe-a219-9b136af91045.wav,/final/chunk10.wav,7900948769,418
25-39,English,English,Prefer not to disclose,zebra cats walking on lamps,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_2283306f-f6ee-44fe-a219-9b136af91045.wav,/final/chunk31.wav,7900948769,419
25-39,English,English,Prefer not to disclose,zebra cats walking on lamps,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_2283306f-f6ee-44fe-a219-9b136af91045.wav,/final/chunk40.wav,7900948769,420
40-60,English,English,Woman,wolf ring lights are fantastic,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_f50b8351-b309-48c9-bb8e-2cabba5ce51e.wav,/final/chunk10.wav,Android,421
40-60,English,English,Woman,wolf ring lights are fantastic,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_f50b8351-b309-48c9-bb8e-2cabba5ce51e.wav,/final/chunk11.wav,Android,422
40-60,English,English,Woman,wolf ring lights are fantastic,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_f50b8351-b309-48c9-bb8e-2cabba5ce51e.wav,/final/chunk20.wav,Android,423
18-24,English,Portuguese,Woman,join the Ear Look club,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_4fd790d7-2398-4f14-9eb4-f32aa3b79665.wav,/final/chunk20.wav,Galaxy S10,424
60 and over,English,English,Man,join the Ear Look club,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_62da1b19-fbbe-44b4-9f3a-2f4047e02b04.wav,/final/chunk00.wav,iPhone,425
60 and over,English,English,Man,join the Ear Look club,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_62da1b19-fbbe-44b4-9f3a-2f4047e02b04.wav,/final/chunk20.wav,iPhone,426
25-39,English,English,Woman,the thunder break craze,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_6d244515-01ac-4668-95a1-94eb7747c1db.wav,/final/chunk11.wav,Samsung Galaxy s8+,427
25-39,English,English,Man,hungry action hippos fruit,fear,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_412fc49f-4d51-44e5-89ee-1b8b47c4fd2e.wav,/final/chunk90.wav,iPhone SE 2020 Model,428
25-39,English,Hungarian,Woman,birds make new jingles,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6fd04485-c70a-4b43-8d90-2e9ed9a053c2.wav,/final/chunk30.wav,Samsung S8,429
25-39,English,Hungarian,Woman,birds make new jingles,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6fd04485-c70a-4b43-8d90-2e9ed9a053c2.wav,/final/chunk31.wav,Samsung S8,430
25-39,English,Hungarian,Woman,birds make new jingles,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6fd04485-c70a-4b43-8d90-2e9ed9a053c2.wav,/final/chunk32.wav,Samsung S8,431
18-24,English,English,Woman,join the Ear Look club,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_025fe60f-18ca-47e0-b38e-c32bf710e753.wav,/final/chunk20.wav,IPhone,432
18-24,English,English,Woman,join the Ear Look club,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_025fe60f-18ca-47e0-b38e-c32bf710e753.wav,/final/chunk30.wav,IPhone,433
18-24,English,English,Woman,join the Ear Look club,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_025fe60f-18ca-47e0-b38e-c32bf710e753.wav,/final/chunk40.wav,IPhone,434
60 and over,english,english,Man,join the Ear Look club,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_0af8d4d3-d80f-4cfb-b2d8-2bd837809b37.wav,/final/chunk00.wav,microsoft surface,435
60 and over,english,english,Man,join the Ear Look club,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_0af8d4d3-d80f-4cfb-b2d8-2bd837809b37.wav,/final/chunk01.wav,microsoft surface,436
60 and over,english,english,Man,join the Ear Look club,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_0af8d4d3-d80f-4cfb-b2d8-2bd837809b37.wav,/final/chunk02.wav,microsoft surface,437
60 and over,English,English,Man,hungry action hippos fruit,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d063eefd-c52c-4172-b744-96940edd863b.wav,/final/chunk01.wav,Moto e,438
60 and over,English,English,Man,hungry action hippos fruit,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d063eefd-c52c-4172-b744-96940edd863b.wav,/final/chunk21.wav,Moto e,439
60 and over,English,English,Man,hungry action hippos fruit,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d063eefd-c52c-4172-b744-96940edd863b.wav,/final/chunk31.wav,Moto e,440
25-39,English,English,Man,banana and mustard sandwiches,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_2fb07690-fd09-468b-af65-f606327961e7.wav,/final/chunk12.wav,iPhone 11,441
25-39,English,English,Man,banana and mustard sandwiches,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_2fb07690-fd09-468b-af65-f606327961e7.wav,/final/chunk21.wav,iPhone 11,442
25-39,English,English,Woman,ripped ocean jumper,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_4ac77fd7-57fe-47d5-9351-ce604183bb8e.wav,/final/chunk01.wav,Samsung Galaxy s8+,443
25-39,English,English,Woman,ripped ocean jumper,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_4ac77fd7-57fe-47d5-9351-ce604183bb8e.wav,/final/chunk04.wav,Samsung Galaxy s8+,444
40-60,English,English,Woman,birds make new jingles,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_7dfc768b-a52c-4ceb-9654-ab8321824410.wav,/final/chunk40.wav,iPhone,445
25-39,English,English,Woman,wolf ring lights are fantastic,neutral,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_50cde24e-0847-4dfb-9263-5d61dcec42ec.wav,/final/chunk20.wav,iPhone 12,446
40-60,English,English,Woman,five dollar slaw onion cure,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_9acdbbb4-9e13-403e-a95e-47f8ba1dcac4.wav,/final/chunk50.wav,Samsung note 20,447
25-39,English,English,Woman,ripped ocean jumper,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_4d299411-b6ee-49a6-92cd-04f44c4c5940.wav,/final/chunk11.wav,iPhone 12,448
25-39,English,English,Woman,ripped ocean jumper,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_4d299411-b6ee-49a6-92cd-04f44c4c5940.wav,/final/chunk21.wav,iPhone 12,449
25-39,English,English,Woman,ripped ocean jumper,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_4d299411-b6ee-49a6-92cd-04f44c4c5940.wav,/final/chunk41.wav,iPhone 12,450
25-39,English,English,Man,birds make new jingles,joy,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_63b25154-c2a1-422f-b51f-3334433c3c19.wav,/final/chunk20.wav,IPhone,451
40-60,English,English,Man,join the Ear Look club,sadness,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_32cd908c-b1ac-4527-8ab9-8a453fb0733c.wav,/final/chunk40.wav,iPhone Xs Max,452
25-39,English,English,Woman,ripped ocean jumper,disgust,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_b7959ae4-774a-438c-8dd7-25d7c69d1918.wav,/final/chunk00.wav,iPhone,453
25-39,English,English,Man,the thunder break craze,anger,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_2836891c-89af-4696-b8c7-8bc75aaf4b11.wav,/final/chunk10.wav,iPhone 11,454
25-39,English,English,Man,the thunder break craze,anger,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_2836891c-89af-4696-b8c7-8bc75aaf4b11.wav,/final/chunk41.wav,iPhone 11,455
40-60,English,French,Woman,snow meteor down the chimney,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_92294ee8-7db7-4c2d-b2a8-302ebc6b6127.wav,/final/chunk12.wav,android,456
60 and over,English,English,Man,wolf ring lights are fantastic,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_8397d036-9d12-4fd4-8bc8-44e66e3d08c8.wav,/final/chunk00.wav,iPhone,457
60 and over,English,English,Man,wolf ring lights are fantastic,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_8397d036-9d12-4fd4-8bc8-44e66e3d08c8.wav,/final/chunk20.wav,iPhone,458
60 and over,English,English,Man,wolf ring lights are fantastic,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_8397d036-9d12-4fd4-8bc8-44e66e3d08c8.wav,/final/chunk40.wav,iPhone,459
40-60,English,Italian,Man,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_937ac6ba-05b3-4752-922a-b9eff7d10cda.wav,/final/chunk00.wav,iPhone 6,460
40-60,English,Italian,Man,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_937ac6ba-05b3-4752-922a-b9eff7d10cda.wav,/final/chunk40.wav,iPhone 6,461
40-60,English,English,Woman,fluffy baseboard yogurt division,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_a534ce38-6c8e-44af-b4de-2545aeabe7f0.wav,/final/chunk20.wav,iPhone 7,462
25-39,English,English,Man,five dollar slaw onion cure,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_6bca3d39-cc41-4a5f-b178-e19d5caedf11.wav,/final/chunk10.wav,iPhone 11,463
25-39,English,English,Man,five dollar slaw onion cure,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_6bca3d39-cc41-4a5f-b178-e19d5caedf11.wav,/final/chunk30.wav,iPhone 11,464
25-39,English,English,Man,five dollar slaw onion cure,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_6bca3d39-cc41-4a5f-b178-e19d5caedf11.wav,/final/chunk50.wav,iPhone 11,465
60 and over,English,English,Woman,zebra cats walking on lamps,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_068c0270-4533-4320-bccc-1328b99ded1a.wav,/final/chunk01.wav,Iphone 13,466
60 and over,English,English,Woman,zebra cats walking on lamps,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_068c0270-4533-4320-bccc-1328b99ded1a.wav,/final/chunk21.wav,Iphone 13,467
60 and over,English,English,Woman,zebra cats walking on lamps,sadness,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_068c0270-4533-4320-bccc-1328b99ded1a.wav,/final/chunk31.wav,Iphone 13,468
40-60,English,English,Man,five special guest treasures,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_a38d1d92-d32d-448a-b3d4-c0f09345af35.wav,/final/chunk10.wav,Google Pixel 6 Pro,469
40-60,English,English,Man,five special guest treasures,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_a38d1d92-d32d-448a-b3d4-c0f09345af35.wav,/final/chunk21.wav,Google Pixel 6 Pro,470
40-60,English,English,Man,five special guest treasures,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_a38d1d92-d32d-448a-b3d4-c0f09345af35.wav,/final/chunk23.wav,Google Pixel 6 Pro,471
40-60,English,English,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_b67c0dec-1e67-47a1-80f4-ef915f54c7da.wav,/final/chunk11.wav,iPhone,472
40-60,English,English,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_b67c0dec-1e67-47a1-80f4-ef915f54c7da.wav,/final/chunk13.wav,iPhone,473
40-60,English,English,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_b67c0dec-1e67-47a1-80f4-ef915f54c7da.wav,/final/chunk20.wav,iPhone,474
18-24,English,English,Woman,the thunder break craze,sadness,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_9440758d-a330-4ba0-8708-ae616ba94f1b.wav,/final/chunk20.wav,IPhone,475
18-24,English,English,Woman,the thunder break craze,sadness,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_9440758d-a330-4ba0-8708-ae616ba94f1b.wav,/final/chunk31.wav,IPhone,476
18-24,English,English,Woman,the thunder break craze,sadness,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_9440758d-a330-4ba0-8708-ae616ba94f1b.wav,/final/chunk40.wav,IPhone,477
18-24,English,Portuguese,Woman,another dog secretary show,joy,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_82fb2722-5e30-445f-b54c-e1826165141d.wav,/final/chunk21.wav,Galaxy S10,478
18-24,English,Portuguese,Woman,another dog secretary show,joy,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_82fb2722-5e30-445f-b54c-e1826165141d.wav,/final/chunk30.wav,Galaxy S10,479
